order,kr_filename,kr_url,bytes,role,has_korean_text,kr_text_content,en_filename,en_alt_text,en_text_content,action
121,thum_BUTTON_MN803Y_BK_00.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_MN803Y_BK_00.jpg,45494,detail,,,,,,
122,thum_EGA_DAILY___451M__00_83ff6a90-2834-4e88-a399-138199ba7721.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_DAILY___451M__00_83ff6a90-2834-4e88-a399-138199ba7721.jpg,122642,detail,,,,,,
123,thum_EGA_DAILY___451M__00_d02112c7-1854-41ad-b0ac-5499a82bc706.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_DAILY___451M__00_d02112c7-1854-41ad-b0ac-5499a82bc706.jpg,86511,detail,,,,,,
124,thum_EGA_DAILY___451M__01_7e1cdd0a-d091-4c09-be41-fa7584243b00.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_DAILY___451M__01_7e1cdd0a-d091-4c09-be41-fa7584243b00.jpg,67235,detail,,,,,,
125,thum_EGA_DAILY___451M__02_40e9b34a-440e-456a-a6b4-735af35b4a19.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_DAILY___451M__02_40e9b34a-440e-456a-a6b4-735af35b4a19.jpg,135940,detail,,,,,,
126,thum_EGA_DAILY___451M__03_2bf6a0cc-7e55-4d7f-93ec-c51b09476071.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_DAILY___451M__03_2bf6a0cc-7e55-4d7f-93ec-c51b09476071.jpg,83907,detail,,,,,,
127,thum_EGA_DAILY___451M__04_cb8f508c-eb33-46a4-ac08-2246a80819bd.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_DAILY___451M__04_cb8f508c-eb33-46a4-ac08-2246a80819bd.jpg,99866,detail,,,,,,
128,thum_EGA_DAILY___452N__00_268b09f6-73c9-4baf-9f1e-5245bc0ba21e.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_DAILY___452N__00_268b09f6-73c9-4baf-9f1e-5245bc0ba21e.jpg,87485,detail,,,,,,
129,thum_EGA_DAILY___452N__00_63910989-94b8-44e6-89b4-46a600ef9c77.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_DAILY___452N__00_63910989-94b8-44e6-89b4-46a600ef9c77.jpg,124657,detail,,,,,,
130,thum_EGA_DAILY___452N__01_913bfce4-75ac-4838-9cce-2f02f671359f.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_DAILY___452N__01_913bfce4-75ac-4838-9cce-2f02f671359f.jpg,68189,detail,,,,,,
131,thum_EGA_DAILY___452N__02_4cf9ad06-134d-4d33-aaca-086d0f1cad78.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_DAILY___452N__02_4cf9ad06-134d-4d33-aaca-086d0f1cad78.jpg,138227,detail,,,,,,
132,thum_EGA_DAILY___452N__03_22728f7d-c326-4e7f-bd6a-4de7a2edb0f7.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_DAILY___452N__03_22728f7d-c326-4e7f-bd6a-4de7a2edb0f7.jpg,85249,detail,,,,,,
